@RELATION products

@ATTRIBUTE numberOfWords NUMERIC
@ATTRIBUTE numberOfTotalCharacters NUMERIC
@ATTRIBUTE numberOfAlphabetCharacters NUMERIC
@ATTRIBUTE numberOfNumericCharacters NUMERIC
@ATTRIBUTE numberOfWhiteSpaceCharacters NUMERIC
@ATTRIBUTE class {BLUETOOTH_VERSION,RAM_TYPE,CPU_FREQ,CPU,OS_BITS,WIRELESS_CONNECTIVITY,CAMERA_BACK,BATTERY_CAPACITY,NETWORK_4G,GPU,NETWORK_2G,BATTERY_TYPE,STORAGE_SSD,RAM_CAPACITY,EXTERNAL_MEMORY,COLOR,WEIGHT,DEVICE_TYPE,OS,PRICE,CAMERA_FRONT,SIM_CARD_SLOT,SCREEN_TYPE,PRODUCT_SIZE,SCREEN_PPI,NETWORK_3G,USB_VERSION,SIM_CARD_TYPE,BRAND,ETHERNET_SPEED,SCREEN_SIZE,NETWORK_TYPE,SCREEN_RESOLUTION,CPU_CORES,STORAGE_HDD,TITLE,WIFI}

@data
16,100,62,20,15,TITLE
17,99,56,23,17,TITLE
1,5,0,4,0,PRICE
14,91,58,17,13,TITLE
1,5,0,4,0,PRICE
16,95,60,17,15,TITLE
1,5,0,4,0,PRICE
16,91,56,18,15,TITLE
1,7,0,5,0,PRICE
14,80,49,17,13,TITLE
14,87,54,18,13,TITLE
1,7,0,5,0,PRICE
16,100,67,16,15,TITLE
4,17,11,3,3,CPU
3,12,1,8,2,SCREEN_RESOLUTION
17,99,56,24,16,TITLE
1,7,0,5,0,PRICE
15,93,62,16,14,TITLE
1,7,0,5,0,PRICE
14,90,58,16,13,TITLE
14,81,50,16,13,TITLE
13,79,43,21,12,TITLE
13,84,50,18,12,TITLE
1,6,0,4,0,PRICE
15,87,58,14,14,TITLE
15,88,58,16,14,TITLE
19,110,64,24,19,TITLE
21,117,70,22,21,TITLE
17,100,55,25,16,TITLE
1,7,0,5,0,PRICE
12,68,39,15,11,TITLE
21,117,71,23,20,TITLE
1,8,0,6,0,PRICE
1,3,0,2,0,CPU_FREQ
16,98,60,21,15,TITLE
4,19,11,5,3,CPU
15,85,48,21,14,TITLE
1,7,0,5,0,PRICE
15,93,60,17,14,TITLE
1,7,0,5,0,PRICE
19,115,67,24,19,TITLE
1,5,0,4,0,PRICE
20,132,81,27,20,TITLE
1,7,0,5,0,PRICE
15,89,54,18,14,TITLE
1,7,0,5,0,PRICE
15,87,54,17,14,TITLE
14,87,56,17,13,TITLE
1,4,0,3,0,PRICE
14,94,59,18,13,TITLE
18,100,59,20,18,TITLE
1,7,0,5,0,PRICE
18,109,71,18,17,TITLE
1,6,0,4,0,PRICE
14,79,48,17,13,TITLE
15,87,46,24,14,TITLE
3,13,5,6,2,CPU
18,100,56,23,18,TITLE
1,7,0,5,0,PRICE
15,91,63,13,14,TITLE
1,7,0,5,0,PRICE
16,100,59,22,16,TITLE
1,7,0,5,0,PRICE
19,103,58,23,19,TITLE
14,78,51,12,13,TITLE
1,6,0,4,0,PRICE
3,13,10,1,2,CPU
14,88,59,14,13,TITLE
1,7,0,5,0,PRICE
3,11,1,8,2,SCREEN_RESOLUTION
15,96,62,18,14,TITLE
4,20,11,6,3,CPU
13,75,42,16,13,TITLE
13,68,35,18,12,TITLE
18,100,54,24,18,TITLE
16,106,65,18,16,TITLE
1,6,0,4,0,PRICE
14,91,58,17,13,TITLE
15,88,54,18,14,TITLE
1,7,0,5,0,PRICE
15,80,45,18,14,TITLE
1,6,0,4,0,PRICE
19,106,60,24,19,TITLE
1,7,0,5,0,PRICE
16,100,68,16,15,TITLE
15,85,51,18,14,TITLE
1,7,0,5,0,PRICE
4,21,12,5,3,CPU
19,112,66,22,19,TITLE
15,92,64,13,14,TITLE
1,4,0,3,0,PRICE
13,83,51,18,12,TITLE
9,58,35,13,8,TITLE
14,93,60,17,13,TITLE
15,99,61,19,14,TITLE
1,7,0,5,0,PRICE
14,89,58,16,13,TITLE
17,100,56,23,17,TITLE
15,93,62,16,14,TITLE
13,85,55,15,12,TITLE
17,100,55,24,17,TITLE
1,7,0,5,0,PRICE
17,109,79,13,16,TITLE
1,4,0,3,0,PRICE
14,80,50,16,13,TITLE
13,83,53,16,12,TITLE
1,5,0,4,0,PRICE
15,86,54,17,14,TITLE
13,86,55,16,12,TITLE
1,7,0,5,0,PRICE
15,93,61,16,14,TITLE
13,75,45,15,12,TITLE
28,168,99,22,34,TITLE
1,7,0,5,0,PRICE
17,100,55,23,17,TITLE
1,7,0,5,0,PRICE
13,83,49,18,12,TITLE
14,80,48,17,13,TITLE
1,7,0,5,0,PRICE
14,83,52,15,13,TITLE
13,63,31,18,12,TITLE
1,6,0,4,0,PRICE
2,9,7,1,1,GPU
12,66,41,13,11,TITLE
13,67,37,17,12,TITLE
1,7,0,5,0,PRICE
13,91,58,17,12,TITLE
1,7,0,5,0,PRICE
13,76,48,13,13,TITLE
21,112,67,23,20,TITLE
20,119,70,25,19,TITLE
13,76,51,11,12,TITLE
18,113,67,23,18,TITLE
1,5,0,4,0,PRICE
16,94,55,22,15,TITLE
1,7,0,5,0,PRICE
13,78,50,14,12,TITLE
14,81,47,19,13,TITLE
1,7,0,5,0,PRICE
14,74,49,9,14,TITLE
1,5,0,4,0,PRICE
14,84,51,18,13,TITLE
18,100,56,23,18,TITLE
14,94,56,20,13,TITLE
15,85,50,18,14,TITLE
1,4,0,3,0,PRICE
14,81,47,18,13,TITLE
18,123,87,17,17,TITLE
2,12,8,3,1,GPU
13,84,55,16,12,TITLE
17,90,61,10,17,TITLE
20,109,63,23,19,TITLE
1,6,0,4,0,PRICE
3,16,10,4,2,CPU
14,90,56,17,14,TITLE
15,86,54,16,14,TITLE
18,100,57,21,18,TITLE
16,100,55,25,15,TITLE
14,100,66,17,13,TITLE
3,15,10,2,2,OS
1,7,0,5,0,PRICE
4,20,12,5,3,CPU
3,10,1,7,2,SCREEN_RESOLUTION
9,52,35,6,9,TITLE
14,79,49,16,13,TITLE
13,83,51,18,12,TITLE
16,100,71,13,15,TITLE
18,99,65,13,18,TITLE
1,6,2,3,0,SCREEN_SIZE
16,85,59,8,16,TITLE
14,84,51,17,14,TITLE
21,123,87,13,21,TITLE
1,5,0,4,0,PRICE
14,87,57,16,13,TITLE
11,65,42,10,11,TITLE
13,72,40,18,12,TITLE
1,6,2,3,0,SCREEN_SIZE
18,124,87,18,17,TITLE
14,85,54,17,13,TITLE
1,7,0,5,0,PRICE
15,87,54,17,14,TITLE
20,100,64,13,20,TITLE
15,94,56,19,14,TITLE
14,94,59,18,13,TITLE
14,90,56,18,13,TITLE
1,7,0,5,0,PRICE
17,98,59,20,16,TITLE
1,7,0,5,0,PRICE
18,100,59,20,18,TITLE
1,7,0,5,0,PRICE
15,84,55,14,14,TITLE
14,79,49,15,13,TITLE
1,7,0,5,0,PRICE
4,22,12,6,3,CPU
19,100,57,23,18,TITLE
13,74,45,16,12,TITLE
16,85,58,9,16,TITLE
1,5,0,4,0,PRICE
14,94,56,21,13,TITLE
19,105,60,23,19,TITLE
19,107,60,24,19,TITLE
18,100,58,20,18,TITLE
1,7,0,5,0,PRICE
15,96,62,17,14,TITLE
12,64,42,8,12,TITLE
16,80,48,16,15,TITLE
15,95,62,17,14,TITLE
14,76,41,19,13,TITLE
2,9,7,1,1,GPU
16,100,67,14,16,TITLE
15,107,71,18,14,TITLE
1,7,0,5,0,PRICE
15,86,54,16,14,TITLE
1,7,0,5,0,PRICE
19,117,69,25,19,TITLE
22,126,72,28,22,TITLE
1,7,0,5,0,PRICE
14,102,62,21,13,TITLE
19,103,58,23,19,TITLE
13,78,49,16,12,TITLE
18,93,64,9,18,TITLE
14,90,54,18,13,TITLE
12,76,44,18,11,TITLE
1,6,0,4,0,PRICE
14,93,58,19,13,TITLE
1,7,0,5,0,PRICE
14,95,59,19,13,TITLE
14,82,51,17,13,TITLE
1,7,0,5,0,PRICE
12,66,36,16,11,TITLE
14,86,55,17,13,TITLE
1,7,0,5,0,PRICE
16,100,63,18,16,TITLE
1,7,0,5,0,PRICE
3,16,10,4,2,CPU
12,63,40,9,12,TITLE
1,4,0,3,0,PRICE
14,90,58,17,13,TITLE
17,100,54,25,17,TITLE
4,20,12,5,3,CPU
13,72,46,9,14,TITLE
15,85,51,17,14,TITLE
1,7,0,5,0,PRICE
17,100,63,19,16,TITLE
15,91,59,17,14,TITLE
1,7,0,5,0,PRICE
4,22,12,6,3,CPU
1,8,4,3,0,SCREEN_SIZE
15,78,46,15,15,TITLE
16,88,58,10,17,TITLE
1,5,0,4,0,PRICE
14,89,57,17,13,TITLE
13,74,45,16,12,TITLE
15,83,51,16,14,TITLE
1,7,0,5,0,PRICE
17,102,60,23,16,TITLE
1,7,0,5,0,PRICE
18,102,60,23,17,TITLE
11,78,55,12,10,TITLE
15,83,44,18,14,TITLE
1,7,0,5,0,PRICE
15,89,55,18,14,TITLE
1,7,0,5,0,PRICE
15,94,55,22,14,TITLE
17,95,53,23,16,TITLE
13,73,45,14,12,TITLE
4,18,11,4,3,CPU
1,8,4,3,0,SCREEN_SIZE
15,87,54,17,14,TITLE
1,7,0,5,0,PRICE
2,12,10,1,1,RAM_TYPE
1,6,2,3,0,SCREEN_SIZE
11,57,34,6,11,TITLE
3,23,18,2,2,OS
2,8,7,0,1,SIM_CARD_TYPE
1,6,0,4,0,PRICE
2,12,9,2,1,CAMERA_FRONT
2,10,6,2,1,SCREEN_SIZE
3,14,8,4,2,SCREEN_RESOLUTION
11,63,36,10,11,TITLE
2,12,9,2,1,CAMERA_FRONT
11,63,40,6,11,TITLE
3,20,15,2,2,OS
2,12,3,4,2,CPU_FREQ
2,10,6,2,1,SCREEN_SIZE
15,89,59,9,15,TITLE
3,18,13,2,2,OS
2,9,8,0,1,SIM_CARD_TYPE
1,4,0,3,0,PRICE
1,5,2,2,0,RAM_CAPACITY
2,11,9,1,1,CAMERA_FRONT
2,14,7,6,1,SCREEN_RESOLUTION
11,58,35,6,11,TITLE
2,12,3,4,2,CPU_FREQ
2,10,6,2,1,SCREEN_SIZE
11,65,42,6,11,TITLE
1,6,0,4,0,PRICE
2,11,9,1,1,CAMERA_FRONT
4,17,7,7,3,SCREEN_RESOLUTION
12,67,43,6,12,TITLE
2,16,7,8,1,SCREEN_RESOLUTION
10,50,34,4,10,TITLE
2,10,6,3,1,SCREEN_RESOLUTION
11,64,37,10,11,TITLE
10,54,35,4,10,TITLE
2,12,9,2,1,CAMERA_FRONT
1,4,1,3,0,SCREEN_RESOLUTION
11,68,45,6,11,TITLE
3,20,15,2,2,OS
10,54,35,4,10,TITLE
2,5,3,1,1,OS
1,3,0,2,0,PRICE
2,9,8,0,1,CPU_CORES
10,59,37,6,10,TITLE
3,18,13,2,2,OS
2,14,13,0,1,CPU
2,12,3,4,2,CPU_FREQ
2,10,6,2,1,SCREEN_SIZE
2,16,7,8,1,SCREEN_RESOLUTION
10,59,38,5,10,TITLE
1,5,5,0,0,OS
1,7,0,5,0,PRICE
2,10,6,2,1,SCREEN_SIZE
12,66,44,5,12,TITLE
1,6,2,4,0,CPU
2,8,6,1,1,SCREEN_SIZE
11,64,41,6,11,TITLE
10,60,38,6,10,TITLE
11,57,36,5,11,TITLE
1,3,0,2,0,PRICE
2,14,7,6,1,SCREEN_RESOLUTION
9,53,40,3,9,TITLE
10,56,35,6,10,TITLE
9,52,34,4,9,TITLE
1,6,0,4,0,PRICE
9,50,29,6,9,TITLE
1,4,0,3,0,PRICE
1,2,1,1,0,CPU
12,68,44,6,12,TITLE
2,12,3,4,2,CPU_FREQ
10,52,33,4,10,TITLE
1,5,0,3,0,PRICE
12,65,41,10,12,TITLE
1,6,0,4,0,PRICE
11,64,37,10,11,TITLE
11,63,40,6,11,TITLE
1,7,0,5,0,PRICE
1,9,1,8,0,SCREEN_RESOLUTION
11,62,42,4,11,TITLE
1,6,0,4,0,PRICE
1,7,1,6,0,SCREEN_RESOLUTION
15,75,54,5,15,TITLE
2,14,10,3,1,CPU
10,55,35,5,10,TITLE
1,3,0,2,0,PRICE
11,64,37,10,11,TITLE
1,6,0,4,0,PRICE
8,47,36,2,8,TITLE
1,5,0,3,0,PRICE
13,73,51,4,13,TITLE
1,5,0,3,0,PRICE
2,11,9,1,1,CAMERA_FRONT
2,8,6,1,1,SCREEN_SIZE
11,65,43,5,11,TITLE
11,63,36,10,11,TITLE
11,60,39,5,11,TITLE
1,5,0,3,0,PRICE
10,56,37,4,10,TITLE
10,55,36,4,10,TITLE
3,23,18,2,2,OS
1,6,0,4,0,PRICE
9,50,32,4,9,TITLE
11,64,37,10,11,TITLE
10,53,33,5,10,TITLE
11,58,36,5,11,TITLE
11,60,40,4,11,TITLE
11,65,42,6,11,TITLE
10,58,35,7,10,TITLE
2,6,3,2,1,OS
1,4,0,3,0,PRICE
10,58,36,6,10,TITLE
1,6,0,4,0,PRICE
2,12,3,4,2,CPU_FREQ
12,67,43,6,12,TITLE
1,6,0,4,0,PRICE
12,68,40,10,12,TITLE
11,65,42,6,11,TITLE
12,66,41,7,12,TITLE
13,69,44,10,13,TITLE
9,49,30,5,9,TITLE
2,12,9,2,1,CAMERA_FRONT
11,64,42,6,11,TITLE
2,12,3,4,2,CPU_FREQ
2,12,9,2,1,CAMERA_FRONT
10,55,33,6,10,TITLE
12,66,41,7,12,TITLE
1,4,0,3,0,PRICE
10,55,35,5,10,TITLE
1,3,0,2,0,PRICE
9,59,37,7,9,TITLE
2,12,11,0,1,SIM_CARD_TYPE
1,7,0,5,0,PRICE
2,14,10,3,1,CPU
11,64,37,10,11,TITLE
10,50,35,4,10,TITLE
1,6,0,4,0,PRICE
2,8,6,1,1,SCREEN_SIZE
11,60,40,4,11,TITLE
10,57,35,6,10,TITLE
1,4,0,3,0,PRICE
11,62,38,7,11,TITLE
1,4,0,3,0,PRICE
10,54,34,5,10,TITLE
11,61,40,5,11,TITLE
1,6,0,4,0,PRICE
10,57,34,7,10,TITLE
1,6,0,4,0,PRICE
13,65,47,4,13,TITLE
2,8,3,2,2,CPU_FREQ
10,58,35,7,10,TITLE
1,3,0,2,0,PRICE
10,53,34,4,10,TITLE
1,5,0,3,0,PRICE
10,54,35,4,10,TITLE
11,59,38,5,11,TITLE
4,20,15,0,4,SIM_CARD_TYPE
1,6,0,4,0,PRICE
12,67,43,6,12,TITLE
10,58,36,6,10,TITLE
11,67,45,5,11,TITLE
2,14,10,3,1,CPU
2,12,9,2,1,CAMERA_FRONT
2,16,7,8,1,SCREEN_RESOLUTION
9,51,33,4,9,TITLE
11,63,40,6,11,TITLE
10,49,34,4,10,TITLE
1,6,0,4,0,PRICE
11,63,36,10,11,TITLE
11,56,35,5,11,TITLE
1,5,0,3,0,PRICE
9,51,28,8,9,TITLE
1,3,0,2,0,PRICE
1,7,3,4,0,CPU
9,43,26,3,9,TITLE
4,19,13,3,3,TITLE
2,14,10,3,1,CPU
11,59,39,4,11,TITLE
1,4,0,3,0,PRICE
11,64,41,6,11,TITLE
10,52,30,6,10,TITLE
3,17,13,2,2,CAMERA_FRONT
2,10,6,2,1,SCREEN_SIZE
12,61,40,4,12,TITLE
1,5,0,3,0,PRICE
12,66,41,7,12,TITLE
1,4,0,3,0,PRICE
12,67,43,6,12,TITLE
2,14,10,3,1,CPU
2,14,9,3,1,CAMERA_FRONT
11,58,35,6,11,TITLE
9,45,32,3,9,TITLE
11,58,35,6,11,TITLE
1,6,0,4,0,PRICE
10,53,32,5,10,TITLE
2,14,10,3,1,CPU
1,7,3,3,0,CPU_FREQ
11,63,36,10,11,TITLE
1,7,0,5,0,PRICE
10,59,38,5,10,TITLE
1,7,0,5,0,PRICE
11,60,37,6,11,TITLE
9,50,31,5,9,TITLE
11,64,41,6,11,TITLE
1,7,0,5,0,PRICE
10,56,37,4,10,TITLE
1,6,0,4,0,PRICE
11,63,36,10,11,TITLE
10,53,31,6,10,TITLE
2,12,3,4,2,CPU_FREQ
2,16,7,8,1,SCREEN_RESOLUTION
11,65,42,6,11,TITLE
1,7,0,5,0,PRICE
9,54,41,3,9,TITLE
1,7,0,5,0,PRICE
4,25,20,2,3,TITLE
1,6,2,4,0,CPU
11,59,35,7,11,TITLE
1,7,3,3,0,CPU_FREQ
10,60,37,7,10,TITLE
2,12,9,2,1,CAMERA_FRONT
11,61,37,7,11,TITLE
1,3,0,2,0,PRICE
10,62,40,5,10,TITLE
1,3,0,2,0,PRICE
9,47,25,7,9,TITLE
13,83,57,7,13,TITLE
1,6,0,4,0,PRICE
10,52,30,8,9,TITLE
12,69,45,6,12,TITLE
11,63,36,10,11,TITLE
10,55,35,5,10,TITLE
10,58,37,5,10,TITLE
2,12,3,4,2,CPU_FREQ
2,9,8,0,1,CPU_CORES
7,33,20,3,6,TITLE
1,3,0,2,0,PRICE
12,62,41,8,12,TITLE
1,6,0,4,0,PRICE
11,59,39,4,11,TITLE
1,4,0,3,0,PRICE
11,57,36,5,11,TITLE
10,56,34,6,10,TITLE
1,7,3,3,0,CPU_FREQ
10,56,33,7,10,TITLE
1,4,0,3,0,PRICE
11,61,38,5,12,TITLE
11,64,41,6,11,TITLE
1,3,0,2,0,PRICE
12,69,45,6,12,TITLE
1,7,0,5,0,PRICE
10,54,34,5,10,TITLE
1,6,0,4,0,PRICE
11,65,45,4,11,TITLE
11,62,38,7,11,TITLE
1,4,0,3,0,PRICE
6,28,21,2,5,TITLE
11,60,36,7,11,TITLE
11,60,36,8,11,TITLE
10,58,36,6,10,TITLE
10,55,33,6,10,TITLE
9,59,37,7,9,TITLE
1,6,0,4,0,PRICE
10,54,34,5,10,TITLE
1,5,0,3,0,PRICE
10,60,37,6,10,TITLE
1,7,0,5,0,PRICE
2,10,6,2,1,SCREEN_SIZE
11,60,40,4,11,TITLE
9,61,41,5,9,TITLE
1,10,10,0,0,OS
1,7,0,5,0,PRICE
11,61,40,5,11,TITLE
10,56,36,5,10,TITLE
1,6,3,2,0,CPU_FREQ
9,48,35,3,9,TITLE
10,54,32,6,10,TITLE
9,58,35,6,10,TITLE
11,61,40,5,11,TITLE
1,6,0,4,0,PRICE
11,64,37,10,11,TITLE
13,76,50,7,13,TITLE
1,6,0,4,0,PRICE
11,60,37,6,11,TITLE
11,61,38,6,11,TITLE
1,4,0,3,0,PRICE
11,64,37,10,11,TITLE
1,7,0,5,0,PRICE
11,66,42,6,11,TITLE
9,53,33,5,9,TITLE
9,56,32,8,9,TITLE
1,7,7,0,0,OS
1,3,0,2,0,PRICE
1,3,2,1,0,RAM_CAPACITY
1,6,3,3,0,CPU_FREQ
2,14,7,6,1,SCREEN_RESOLUTION
11,58,40,5,11,TITLE
11,60,37,6,11,TITLE
1,6,0,4,0,PRICE
7,46,36,2,7,TITLE
1,6,0,4,0,PRICE
11,66,43,6,11,TITLE
4,22,16,2,3,OS
1,6,0,4,0,PRICE
12,61,44,4,12,TITLE
10,59,37,6,10,TITLE
1,7,3,4,0,CPU
9,52,34,4,9,TITLE
10,54,34,5,10,TITLE
11,63,40,6,11,TITLE
12,65,42,4,13,TITLE
11,54,30,7,11,TITLE
9,49,31,4,9,TITLE
12,63,39,6,12,TITLE
2,10,3,3,2,CPU_FREQ
10,56,37,4,10,TITLE
11,58,35,7,11,TITLE
12,62,41,8,12,TITLE
10,56,36,5,10,TITLE
1,7,3,3,0,CPU_FREQ
12,67,43,6,12,TITLE
1,6,0,4,0,PRICE
10,54,34,5,10,TITLE
7,32,22,2,7,TITLE
2,9,6,2,1,CPU
14,73,52,8,13,TITLE
1,5,4,0,0,WIFI
10,56,35,6,11,TITLE
3,12,8,2,2,OS
1,4,0,3,0,PRICE
3,17,13,2,2,CPU
1,6,2,3,0,SCREEN_SIZE
3,11,1,8,2,SCREEN_RESOLUTION
1,4,4,0,0,COLOR
11,60,39,5,12,TITLE
1,4,0,3,0,PRICE
1,4,0,3,0,SCREEN_SIZE
2,9,8,0,1,COLOR
14,75,49,10,13,TITLE
2,6,4,1,1,CPU
10,56,35,6,11,TITLE
13,75,50,7,14,TITLE
1,4,0,3,0,PRICE
2,6,2,2,1,SCREEN_SIZE
3,11,1,8,2,SCREEN_RESOLUTION
12,71,45,8,13,TITLE
1,4,0,3,0,PRICE
2,12,6,2,1,WIFI
15,77,52,8,15,TITLE
3,19,13,4,2,CPU
1,7,6,1,0,SCREEN_SIZE
13,71,45,8,14,TITLE
3,11,8,1,2,OS
2,9,7,1,1,CPU
1,5,2,2,0,SCREEN_SIZE
14,73,52,8,13,TITLE
15,95,64,13,15,TITLE
2,7,5,1,1,CPU
14,78,53,8,14,TITLE
1,5,4,1,0,SCREEN_SIZE
8,50,29,9,7,TITLE
1,5,0,3,0,PRICE
2,15,10,4,1,CPU
1,4,2,2,0,SCREEN_SIZE
2,9,8,0,1,COLOR
13,75,49,7,14,TITLE
1,4,0,3,0,PRICE
2,11,8,2,1,CPU
10,60,39,6,11,TITLE
1,4,0,3,0,PRICE
1,3,0,2,0,SCREEN_SIZE
12,58,37,7,12,TITLE
2,10,9,0,1,COLOR
17,114,80,13,17,TITLE
3,27,21,4,2,CPU
12,69,43,9,12,TITLE
1,4,0,3,0,PRICE
1,7,4,2,0,SCREEN_SIZE
14,72,48,10,13,TITLE
3,15,10,3,2,CPU
17,97,62,18,16,TITLE
4,21,12,5,3,CPU
12,71,45,8,13,TITLE
13,77,50,8,14,TITLE
11,63,39,7,12,TITLE
9,49,40,1,8,TITLE
1,4,0,3,0,PRICE
2,11,10,0,1,COLOR
15,103,70,17,14,TITLE
1,7,0,5,0,PRICE
12,68,45,6,13,TITLE
1,4,0,3,0,PRICE
1,3,0,2,0,SCREEN_SIZE
11,61,40,5,12,TITLE
1,4,0,3,0,PRICE
12,73,47,8,13,TITLE
15,82,51,12,15,TITLE
3,22,12,8,2,CPU
1,5,4,1,0,SCREEN_SIZE
3,10,1,7,2,SCREEN_RESOLUTION
12,62,40,9,11,TITLE
1,6,0,4,0,PRICE
10,51,35,4,10,TITLE
15,86,56,14,14,TITLE
3,17,11,4,2,CPU
1,7,3,3,0,CPU_FREQ
3,10,1,7,2,SCREEN_RESOLUTION
10,49,31,6,10,TITLE
1,4,0,3,0,PRICE
1,6,2,3,0,SCREEN_SIZE
3,11,1,8,2,SCREEN_RESOLUTION
8,43,31,5,7,TITLE
1,4,0,3,0,PRICE
2,9,5,3,1,CPU
2,5,3,1,1,CPU_FREQ
2,7,4,2,1,SCREEN_SIZE
12,66,43,8,12,TITLE
17,104,66,18,16,TITLE
1,7,0,5,0,PRICE
1,12,11,0,0,COLOR
11,61,39,6,12,TITLE
12,69,45,7,13,TITLE
13,71,43,13,12,TITLE
1,6,2,4,0,CPU
13,73,47,8,14,TITLE
1,4,0,3,0,PRICE
15,88,61,9,15,TITLE
3,23,18,3,2,CPU
14,76,44,17,13,TITLE
3,15,13,0,2,CPU
2,7,3,2,1,CPU_FREQ
14,77,52,9,13,TITLE
1,4,0,3,0,PRICE
14,76,46,14,13,TITLE
3,19,13,4,2,CPU
12,71,47,7,13,TITLE
12,70,47,6,13,TITLE
15,103,70,17,14,TITLE
4,22,12,6,3,CPU
11,54,37,7,10,TITLE
1,4,0,3,0,PRICE
4,27,18,6,3,CPU
1,5,4,1,0,SCREEN_SIZE
3,20,18,0,2,COLOR
14,74,52,9,13,TITLE
16,90,53,17,16,TITLE
3,22,12,8,2,CPU
13,76,49,8,14,TITLE
1,4,0,3,0,PRICE
14,76,49,8,15,TITLE
13,71,45,8,14,TITLE
10,50,31,7,10,TITLE
1,4,0,3,0,PRICE
18,104,65,20,17,TITLE
4,21,12,5,3,CPU
14,79,52,8,14,TITLE
1,6,0,4,0,PRICE
1,7,4,2,0,SCREEN_SIZE
14,73,49,8,13,TITLE
11,61,39,6,12,TITLE
12,70,47,6,13,TITLE
11,54,35,6,11,TITLE
1,4,0,3,0,PRICE
10,52,33,7,10,TITLE
15,87,59,11,14,TITLE
1,4,0,3,0,PRICE
3,24,19,3,2,CPU
12,73,47,8,13,TITLE
14,76,50,7,15,TITLE
1,4,0,3,0,PRICE
13,72,45,9,14,TITLE
11,65,43,10,10,TITLE
4,21,12,5,3,CPU
1,11,10,0,0,COLOR
16,89,54,14,15,TITLE
2,10,7,1,1,CPU
13,70,45,7,14,TITLE
1,4,0,3,0,PRICE
14,75,49,7,15,TITLE
15,78,55,9,14,TITLE
10,52,35,5,10,TITLE
1,4,0,3,0,PRICE
13,77,50,8,14,TITLE
1,4,0,3,0,PRICE
14,75,45,15,13,TITLE
1,3,2,1,0,SCREEN_SIZE
14,76,49,8,15,TITLE
4,19,11,5,3,CPU
15,96,63,16,14,TITLE
1,7,0,5,0,PRICE
8,46,29,5,7,TITLE
2,14,13,0,1,OS
2,18,17,0,1,CPU
2,8,3,3,1,CPU_FREQ
11,66,44,6,12,TITLE
13,75,46,15,12,TITLE
11,54,34,7,11,TITLE
10,58,37,6,11,TITLE
13,72,45,9,14,TITLE
1,4,0,3,0,PRICE
18,91,58,15,17,TITLE
3,17,11,4,2,CPU
15,79,48,15,14,TITLE
2,10,3,6,1,CPU
10,55,35,5,11,TITLE
10,62,41,6,11,TITLE
14,75,47,13,13,TITLE
12,64,46,7,11,TITLE
10,49,31,6,10,TITLE
11,55,36,6,11,TITLE
10,49,31,6,10,TITLE
1,4,0,3,0,PRICE
8,45,28,5,7,TITLE
15,89,55,14,15,TITLE
11,57,40,4,11,TITLE
1,4,0,3,0,PRICE
10,57,37,5,11,TITLE
10,52,33,7,10,TITLE
1,4,0,3,0,PRICE
15,81,51,13,14,TITLE
17,97,62,18,16,TITLE
1,7,0,5,0,PRICE
12,70,44,9,12,TITLE
11,61,39,9,10,TITLE
10,51,33,6,10,TITLE
1,3,2,1,0,CPU
13,74,47,9,14,TITLE
8,50,29,12,7,TITLE
1,6,2,4,0,CPU
15,81,57,8,14,TITLE
2,11,7,2,1,OS
1,7,0,5,0,PRICE
4,21,12,5,3,CPU
11,56,36,7,11,TITLE
11,57,40,6,10,TITLE
14,81,48,17,13,TITLE
1,4,0,3,0,PRICE
11,56,36,7,11,TITLE
1,4,0,3,0,PRICE
11,62,40,6,12,TITLE
11,52,32,7,11,TITLE
15,103,70,17,14,TITLE
1,7,0,5,0,PRICE
4,22,12,6,3,CPU
10,55,35,5,11,TITLE
1,4,0,3,0,PRICE
2,11,7,2,1,OS
3,27,21,4,2,CPU
15,100,65,17,14,TITLE
1,7,0,5,0,PRICE
6,31,25,1,5,TITLE
1,3,0,2,0,PRICE
