TITLE|BLUETOOTH_VERSION|WIFI|EXTERNAL_MEMORY|ROM|RAM|PRICE|NETWORK_2G|NETWORK_3G|NETWORK_4G|WIRELESS_CONNECTIVITY|BATTERY_CAPACITY|CAMERA_BACK|CAMERA_FRONT|SIM_CARD_TYPE|PRODUCT_SIZE|WEIGHT|SCREEN_TYPE|SCREEN_SIZE|SCREEN_RESOLUTION|GPU|CPU|OS|CPU_CORES
apple ipod touch 6th generation 32gb silver|yes, v4.1 with a2dp, edr|wi-fi 802.11 a/b/g/n/ac, dual-band||32 gb storage| 1 gb ram|288 €|||||non-removable li-po battery (16.3 wh)|8 mp, 3264 x 2448 pixels, autofocus, led flash, 1/3.2'' sensor size, 1.4 µm pixel size, geo-tagging, touch focus, face detection, panorama, hdr photo|yes, 1.2 mp, 720p@30fps, face detection, facetime over wi-fi||123 x 58.6 x 6.1 mm|88 g|led-backlit ips lcd, capacitive touchscreen, 16m colors|1136 x 640 pixels, 4.0 inches (~326 ppi pixel density)|||apple a8|ios 8.4, upgradable to ios 9|dual-core 1.1 ghz
blu z3 music dual sim z150 black white|no|no|microsd, up to 2 gb (dedicated slot)|||47 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|||gsm|removable li-ion 600 mah battery|||dual sim (mini-sim, dual stand-by)|123.5 x 62.2 x 11.2 mm|99 g|tft, 65k colors|1.77 inches (~21.8% screen-to-body ratio)|128 x 160 pixels (~116 ppi pixel density)||||
blu grand max dual sim 3g 8gb 1gb ram g110eq blue|4.0, a2dp|wi-fi 802.11 b/g/n, hotspot|microsd, up to 64 gb|8 gb| 1 gb ram|114 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100 g110eq||gsm / hspa|non-removable li-po 2200 mah battery|8 mp, autofocus, led flash|8 mp, led flash|dual sim, (micro sim + nano sim)|145 x 72.1 x 7.8 mm (5.71 x 2.84 x 0.31 in)|154 g (5.43 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~65.9% screen-to-body ratio)|720 x 1280 pixels (~294 ppi pixel density)|mali-400|mediatek mt6580|v|quad-core 1.3 ghz cortex-a7
xiaomi mi 5s dual sim 64gb gold|v4.2, a2dp, le|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|no|64 gb| 3 gb ram|315 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / cdma / hspa / evdo / lte|non-removable 3200 mah battery|12 mp, f/2.0, phase detection autofocus, dual-led (dual tone) flash|4 mp, f/2.0, 1/3|dual sim (nano-sim, dual stand-by)|145.6 x 70.3 x 8.3 mm (5.73 x 2.77 x 0.33 in)|145 g (5.11 oz)|ips lcd capacitive touchscreen, 16m colors|5.15 inches (~71.4% screen-to-body ratio)|1080 x 1920 pixels (~428 ppi pixel density)|adreno 530|qualcomm msm8996 snapdragon 821|android os, v6.0 (marshmallow)|quad-core (2x2.15 ghz kryo & 2x1.6 ghz kryo)
xiaomi mi 4 dual sim white|v4.0, a2dp|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|no|16 gb| 3 gb ram|115 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|||gsm / cdma / hspa|non-removable li-ion 3080 mah battery|13 mp, 4128 x 3096 pixels, autofocus, led flash|8 mp, 1080p@30fps|dual sim (micro-sim, dual stand-by)|139.2 x 68.5 x 8.9 mm (5.48 x 2.70 x 0.35 in)|149 g (5.26 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~72.3% screen-to-body ratio)|1080 x 1920 pixels (~441 ppi pixel density)|adreno 330|qualcomm msm8974ac snapdragon 801|android os, v4.4.3 (kitkat)|quad-core 2.5 ghz krait 400
xiaomi redmi 4 dual sim 16gb white|v4.1, a2dp, le|wi-fi 802.11 a/b/g/n, wi-fi direct, hotspot|microsd, up to 256 gb (uses sim 2 slot)|16 gb| 2 gb ram|145 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 7(2600), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / cdma / hspa / evdo / lte|non-removable li-ion 4100 mah battery|13 mp, f/2.2, phase detection autofocus, led flash|5 mp, f/2.2, 1080p|dual sim (nano-sim, dual stand-by)|141.3 x 69.6 x 8.9 mm (5.56 x 2.74 x 0.35 in)|156 g (5.50 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~69.1% screen-to-body ratio)|720 x 1280 pixels (~296 ppi pixel density)|adreno 505|qualcomm msm8937 snapdragon 430|android os, v6.0.1 (marshmallow)|octa-core 1.4 ghz cortex-a53
xiaomi redmi 4a dual sim 16gb gray|v4.1, a2dp, le|wi-fi 802.11 b/g/n, wi-fi direct, hotspot|microsd, up to 256 gb (uses sim 2 slot)|16 gb| 2 gb ram|112 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 4(1700/2100), 5(850), 7(2600), 20(800), 38(2600), 40(2300)|gsm / hspa / lte|non-removable li-ion 3120 mah battery|13 mp, f/2.2, autofocus, led flash|5 mp, f/2.2|dual sim (nano-sim/ micro-sim, dual stand-by)|139.5 x 70.4 x 8.5 mm (5.49 x 2.77 x 0.33 in)|131.5 g (4.66 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~70.2% screen-to-body ratio)|720 x 1280 pixels (~294 ppi pixel density)|adreno 308|qualcomm msm8917 snapdragon 425|android os, v6.0.1 (marshmallow)|quad-core 1.4 ghz cortex-a53
xiaomi mi 5s dual sim 128gb silver|v4.2, a2dp, le|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|no|128 gb| 4 gb ram|366 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / cdma / hspa / evdo / lte|non-removable 3200 mah battery|12 mp, f/2.0, phase detection autofocus, dual-led (dual tone) flash|4 mp, f/2.0, 1/3|dual sim (nano-sim, dual stand-by)|145.6 x 70.3 x 8.3 mm (5.73 x 2.77 x 0.33 in)|145 g (5.11 oz)|ips lcd capacitive touchscreen, 16m colors|5.15 inches (~71.4% screen-to-body ratio)|1080 x 1920 pixels (~428 ppi pixel density)|adreno 530|qualcomm msm8996 snapdragon 821|android os, v6.0 (marshmallow)|quad-core (2x2.15 ghz kryo & 2x1.6 ghz kryo)
xiaomi mi 5s dual sim 128gb rose gold|v4.2, a2dp, le|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|no|128 gb| 4 gb ram|401 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / cdma / hspa / evdo / lte|non-removable 3200 mah battery|12 mp, f/2.0, phase detection autofocus, dual-led (dual tone) flash|4 mp, f/2.0, 1/3|dual sim (nano-sim, dual stand-by)|145.6 x 70.3 x 8.3 mm (5.73 x 2.77 x 0.33 in)|145 g (5.11 oz)|ips lcd capacitive touchscreen, 16m colors|5.15 inches (~71.4% screen-to-body ratio)|1080 x 1920 pixels (~428 ppi pixel density)|adreno 530|qualcomm msm8996 snapdragon 821|android os, v6.0 (marshmallow)|quad-core (2x2.15 ghz kryo & 2x1.6 ghz kryo)
xiaomi redmi 3x dual sim 32gb gold|v4.1, a2dp|wi-fi 802.11 b/g/n, wi-fi direct, hotspot|microsd, up to 256 gb (uses sim 2 slot)|32 gb| 2 gb ram|150 €|gsm 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 7(2600), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / cdma / hspa / evdo / lte|non-removable li-ion 4100 mah battery|13 mp, f/2.0, phase detection autofocus, led flash|5 mp, f/2.2, 1080p|dual sim ((micro sim + nano sim, dual stand-by)|139.3 x 69.6 x 8.5 mm (5.48 x 2.74 x 0.33 in)|144 g (5.08 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~71.1% screen-to-body ratio)|720 x 1280 pixels (~294 ppi pixel density)|adreno 505|qualcomm msm8937 snapdragon 430|android os, v6.0.1 (marshmallow)|octa-core 1.4 ghz cortex-a53
xiaomi redmi 4x dual sim 32gb pink|v4.2, a2dp, le|wi-fi 802.11 b/g/n, wi-fi direct, hotspot|microsd, up to 256 gb (dedicated slot)|32 gb| 3 gb ram|157 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / cdma / hspa / evdo / lte|non-removable li-po 4100 mah battery|13 mp, f/2.0, phase detection autofocus, led flash|5 mp, f/2.2, 1080p|dual sim (nano-sim/ micro-sim, dual stand-by)|139.2 x 70 x 8.7 mm (5.48 x 2.76 x 0.34 in)|150 g (5.29 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~70.7% screen-to-body ratio)|720 x 1280 pixels (~294 ppi pixel density)|adreno 505|qualcomm msm8940 snapdragon 435|android os, v6.0.1 (marshmallow)|octa-core 1.4 ghz cortex-a53
xiaomi redmi 4x dual sim 32gb black|v4.2, a2dp, le|wi-fi 802.11 b/g/n, wi-fi direct, hotspot|microsd, up to 256 gb (dedicated slot)|32 gb| 3 gb ram||gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / cdma / hspa / evdo / lte|non-removable li-po 4100 mah battery|13 mp, f/2.0, phase detection autofocus, led flash|5 mp, f/2.2, 1080p|dual sim (nano-sim/ micro-sim, dual stand-by)|139.2 x 70 x 8.7 mm (5.48 x 2.76 x 0.34 in)|150 g (5.29 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~70.7% screen-to-body ratio)|720 x 1280 pixels (~294 ppi pixel density)|adreno 505|qualcomm msm8940 snapdragon 435|android os, v6.0.1 (marshmallow)|octa-core 1.4 ghz cortex-a53
xiaomi redmi 3x dual sim 32gb silver|v4.1, a2dp|wi-fi 802.11 b/g/n, wi-fi direct, hotspot|microsd, up to 256 gb (uses sim 2 slot)|32 gb| 2 gb ram|150 €|gsm 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 7(2600), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / cdma / hspa / evdo / lte|non-removable li-ion 4100 mah battery|13 mp, f/2.0, phase detection autofocus, led flash|5 mp, f/2.2, 1080p|dual sim ((micro sim + nano sim, dual stand-by)|139.3 x 69.6 x 8.5 mm (5.48 x 2.74 x 0.33 in)|144 g (5.08 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~71.1% screen-to-body ratio)|720 x 1280 pixels (~294 ppi pixel density)|adreno 505|qualcomm msm8937 snapdragon 430|android os, v6.0.1 (marshmallow)|octa-core 1.4 ghz cortex-a53
xiaomi redmi 4a dual sim 16gb pink|v4.1, a2dp, le|wi-fi 802.11 b/g/n, wi-fi direct, hotspot|microsd, up to 256 gb (uses sim 2 slot)|16 gb| 2 gb ram|112 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 4(1700/2100), 5(850), 7(2600), 20(800), 38(2600), 40(2300)|gsm / hspa / lte|non-removable li-ion 3120 mah battery|13 mp, f/2.2, autofocus, led flash|5 mp, f/2.2|dual sim (nano-sim/ micro-sim, dual stand-by)|139.5 x 70.4 x 8.5 mm (5.49 x 2.77 x 0.33 in)|131.5 g (4.66 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~70.2% screen-to-body ratio)|720 x 1280 pixels (~294 ppi pixel density)|adreno 308|qualcomm msm8917 snapdragon 425|android os, v6.0.1 (marshmallow)|quad-core 1.4 ghz cortex-a53
xiaomi mi 6 dual sim 128gb black|5.0, a2dp, le|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|no|128 gb| 6 gb ram|539 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / cdma / hspa / evdo / lte|non-removable li-po 3350 mah battery|dual 12 mp (27mm, f/1.8, ois 4-axis & 52mm, f/2.6), phase detection autofocus, dual-led (dual tone) flash|8 mp, 1080p|dual sim (nano-sim, dual stand-by)|145.2 x 70.5 x 7.5 mm (5.72 x 2.78 x 0.30 in)|168 g|ips lcd capacitive touchscreen, 16m colors|5.15 inches (~71.4% screen-to-body ratio)|1080 x 1920 pixels (~428 ppi pixel density)|adreno 540|qualcomm msm8998 snapdragon 835|android 7.1.1 (nougat)|octa-core (4x2.45 ghz kryo & 4x1.9 ghz kryo)
xiaomi redmi 4x dual sim 32gb gold|v4.2, a2dp, le|wi-fi 802.11 b/g/n, wi-fi direct, hotspot|microsd, up to 256 gb (dedicated slot)|32 gb| 3 gb ram|141 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / cdma / hspa / evdo / lte|non-removable li-po 4100 mah battery|13 mp, f/2.0, phase detection autofocus, led flash|5 mp, f/2.2, 1080p|dual sim (nano-sim/ micro-sim, dual stand-by)|139.2 x 70 x 8.7 mm (5.48 x 2.76 x 0.34 in)|150 g (5.29 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~70.7% screen-to-body ratio)|720 x 1280 pixels (~294 ppi pixel density)|adreno 505|qualcomm msm8940 snapdragon 435|android os, v6.0.1 (marshmallow)|octa-core 1.4 ghz cortex-a53
xiaomi mi 5c dual sim 64gb pink|4.1, a2dp, le|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, hotspot|no|64 gb| 3 gb ram|222 €|gsm 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 3(1800), 1(2100), 7(2600),td-lte 38(2600), td-lte 39(1900), td-lte 40(2300)|gsm / hspa / lte|non-removable li-ion 2860 mah battery|12 mp, f/2.2, 27mm, phase detection autofocus, led flash|8 mp, f/2.2, 27mm, 1080p|dual sim (nano-sim, dual stand-by)|144.4 x 69.7 x 7.1 mm (5.69 x 2.74 x 0.28 in)|135 g (4.76 oz)|ips lcd capacitive touchscreen, 16m colors|5.15 inches (~72.6% screen-to-body ratio)|1080 x 1920 pixels (~428 ppi pixel density)|mali-t860mp4|xiaomi surge s1|android 6.0 (marshmallow), upgradable to 7.1 (nougat)|octa-core (4x2.2 ghz cortex-a53 & 4x1.4 ghz cortex-a53)
xiaomi redmi 4x dual sim 16gb pink|v4.2, a2dp, le|wi-fi 802.11 b/g/n, wi-fi direct, hotspot|microsd, up to 256 gb (dedicated slot)|16 gb| 2 gb ram|130 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / cdma / hspa / evdo / lte|non-removable li-po 4100 mah battery|13 mp, f/2.0, phase detection autofocus, led flash|5 mp, f/2.2, 1080p|dual sim (nano-sim/ micro-sim, dual stand-by)|139.2 x 70 x 8.7 mm (5.48 x 2.76 x 0.34 in)|150 g (5.29 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~70.7% screen-to-body ratio)|720 x 1280 pixels (~294 ppi pixel density)|adreno 505|qualcomm msm8940 snapdragon 435|android os, v6.0.1 (marshmallow)|octa-core 1.4 ghz cortex-a53
xiaomi redmi 4a dual sim 16gb gold|v4.1, a2dp, le|wi-fi 802.11 b/g/n, wi-fi direct, hotspot|microsd, up to 256 gb (uses sim 2 slot)|16 gb| 2 gb ram|131 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 4(1700/2100), 5(850), 7(2600), 20(800), 38(2600), 40(2300)|gsm / hspa / lte|non-removable li-ion 3120 mah battery|13 mp, f/2.2, autofocus, led flash|5 mp, f/2.2|dual sim (nano-sim/ micro-sim, dual stand-by)|139.5 x 70.4 x 8.5 mm (5.49 x 2.77 x 0.33 in)|131.5 g (4.66 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~70.2% screen-to-body ratio)|720 x 1280 pixels (~294 ppi pixel density)|adreno 308|qualcomm msm8917 snapdragon 425|android os, v6.0.1 (marshmallow)|quad-core 1.4 ghz cortex-a53
xiaomi mi 5s dual sim 128gb gold|v4.2, a2dp, le|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|no|128 gb| 4 gb ram|401 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / cdma / hspa / evdo / lte|non-removable 3200 mah battery|12 mp, f/2.0, phase detection autofocus, dual-led (dual tone) flash|4 mp, f/2.0, 1/3|dual sim (nano-sim, dual stand-by)|145.6 x 70.3 x 8.3 mm (5.73 x 2.77 x 0.33 in)|145 g (5.11 oz)|ips lcd capacitive touchscreen, 16m colors|5.15 inches (~71.4% screen-to-body ratio)|1080 x 1920 pixels (~428 ppi pixel density)|adreno 530|qualcomm msm8996 snapdragon 821|android os, v6.0 (marshmallow)|quad-core (2x2.15 ghz kryo & 2x1.6 ghz kryo)
xiaomi redmi 4 dual sim 16gb gold|v4.1, a2dp, le|wi-fi 802.11 a/b/g/n, wi-fi direct, hotspot|microsd, up to 256 gb (uses sim 2 slot)|16 gb| 2 gb ram|147 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 7(2600), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / cdma / hspa / evdo / lte|non-removable li-ion 4100 mah battery|13 mp, f/2.2, phase detection autofocus, led flash|5 mp, f/2.2, 1080p|dual sim (nano-sim, dual stand-by)|141.3 x 69.6 x 8.9 mm (5.56 x 2.74 x 0.35 in)|156 g (5.50 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~69.1% screen-to-body ratio)|720 x 1280 pixels (~296 ppi pixel density)|adreno 505|qualcomm msm8937 snapdragon 430|android os, v6.0.1 (marshmallow)|octa-core 1.4 ghz cortex-a53
xiaomi redmi 4x dual sim 16gb black|v4.2, a2dp, le|wi-fi 802.11 b/g/n, wi-fi direct, hotspot|microsd, up to 256 gb (dedicated slot)|16 gb| 2 gb ram|128 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / cdma / hspa / evdo / lte|non-removable li-po 4100 mah battery|13 mp, f/2.0, phase detection autofocus, led flash|5 mp, f/2.2, 1080p|dual sim (nano-sim/ micro-sim, dual stand-by)|139.2 x 70 x 8.7 mm (5.48 x 2.76 x 0.34 in)|150 g (5.29 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~70.7% screen-to-body ratio)|720 x 1280 pixels (~294 ppi pixel density)|adreno 505|qualcomm msm8940 snapdragon 435|android os, v6.0.1 (marshmallow)|octa-core 1.4 ghz cortex-a53
xiaomi mi 5s dual sim 64gb rose gold|v4.2, a2dp, le|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|no|64 gb| 3 gb ram|295 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / cdma / hspa / evdo / lte|non-removable 3200 mah battery|12 mp, f/2.0, phase detection autofocus, dual-led (dual tone) flash|4 mp, f/2.0, 1/3|dual sim (nano-sim, dual stand-by)|145.6 x 70.3 x 8.3 mm (5.73 x 2.77 x 0.33 in)|145 g (5.11 oz)|ips lcd capacitive touchscreen, 16m colors|5.15 inches (~71.4% screen-to-body ratio)|1080 x 1920 pixels (~428 ppi pixel density)|adreno 530|qualcomm msm8996 snapdragon 821|android os, v6.0 (marshmallow)|quad-core (2x2.15 ghz kryo & 2x1.6 ghz kryo)
xiaomi mi 5s dual sim 64gb black|v4.2, a2dp, le|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|no|64 gb| 3 gb ram||gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / cdma / hspa / evdo / lte|non-removable 3200 mah battery|12 mp, f/2.0, phase detection autofocus, dual-led (dual tone) flash|4 mp, f/2.0, 1/3|dual sim (nano-sim, dual stand-by)|145.6 x 70.3 x 8.3 mm (5.73 x 2.77 x 0.33 in)|145 g (5.11 oz)|ips lcd capacitive touchscreen, 16m colors|5.15 inches (~71.4% screen-to-body ratio)|1080 x 1920 pixels (~428 ppi pixel density)|adreno 530|qualcomm msm8996 snapdragon 821|android os, v6.0 (marshmallow)|quad-core (2x2.15 ghz kryo & 2x1.6 ghz kryo)
xiaomi mi 6 dual sim 64gb black|5.0, a2dp, le|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|no|64 gb| 6 gb ram|497 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / cdma / hspa / evdo / lte|non-removable li-po 3350 mah battery|dual 12 mp (27mm, f/1.8, ois 4-axis & 52mm, f/2.6), phase detection autofocus, dual-led (dual tone) flash|8 mp, 1080p|dual sim (nano-sim, dual stand-by)|145.2 x 70.5 x 7.5 mm (5.72 x 2.78 x 0.30 in)|168 g|ips lcd capacitive touchscreen, 16m colors|5.15 inches (~71.4% screen-to-body ratio)|1080 x 1920 pixels (~428 ppi pixel density)|adreno 540|qualcomm msm8998 snapdragon 835|android 7.1.1 (nougat)|octa-core (4x2.45 ghz kryo & 4x1.9 ghz kryo)
xiaomi redmi 4a dual sim 32gb gray|v4.1, a2dp, le|wi-fi 802.11 b/g/n, wi-fi direct, hotspot|microsd, up to 256 gb (uses sim 2 slot)|32 gb| 2 gb ram|132 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 4(1700/2100), 5(850), 7(2600), 20(800), 38(2600), 40(2300)|gsm / hspa / lte|non-removable li-ion 3120 mah battery|13 mp, f/2.2, autofocus, led flash|5 mp, f/2.2|dual sim (nano-sim/ micro-sim, dual stand-by)|139.5 x 70.4 x 8.5 mm (5.49 x 2.77 x 0.33 in)|131.5 g (4.66 oz)|ips lcd capacitive touchscreen, 16m colors|5.0 inches (~70.2% screen-to-body ratio)|720 x 1280 pixels (~294 ppi pixel density)|adreno 308|qualcomm msm8917 snapdragon 425|android os, v6.0.1 (marshmallow)|quad-core 1.4 ghz cortex-a53
xiaomi mi 5c dual sim 64gb gold|4.1, a2dp, le|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, hotspot|no|64 gb| 3 gb ram|222 €|gsm 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 3(1800), 1(2100), 7(2600),td-lte 38(2600), td-lte 39(1900), td-lte 40(2300)|gsm / hspa / lte|non-removable li-ion 2860 mah battery|12 mp, f/2.2, 27mm, phase detection autofocus, led flash|8 mp, f/2.2, 27mm, 1080p|dual sim (nano-sim, dual stand-by)|144.4 x 69.7 x 7.1 mm (5.69 x 2.74 x 0.28 in)|135 g (4.76 oz)|ips lcd capacitive touchscreen, 16m colors|5.15 inches (~72.6% screen-to-body ratio)|1080 x 1920 pixels (~428 ppi pixel density)|mali-t860mp4|xiaomi surge s1|android 6.0 (marshmallow), upgradable to 7.1 (nougat)|octa-core (4x2.2 ghz cortex-a53 & 4x1.4 ghz cortex-a53)
xiaomi mi 5c dual sim 64gb black|4.1, a2dp, le|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, hotspot|no|64 gb| 3 gb ram|253 €|gsm 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 3(1800), 1(2100), 7(2600),td-lte 38(2600), td-lte 39(1900), td-lte 40(2300)|gsm / hspa / lte|non-removable li-ion 2860 mah battery|12 mp, f/2.2, 27mm, phase detection autofocus, led flash|8 mp, f/2.2, 27mm, 1080p|dual sim (nano-sim, dual stand-by)|144.4 x 69.7 x 7.1 mm (5.69 x 2.74 x 0.28 in)|135 g (4.76 oz)|ips lcd capacitive touchscreen, 16m colors|5.15 inches (~72.6% screen-to-body ratio)|1080 x 1920 pixels (~428 ppi pixel density)|mali-t860mp4|xiaomi surge s1|android 6.0 (marshmallow), upgradable to 7.1 (nougat)|octa-core (4x2.2 ghz cortex-a53 & 4x1.4 ghz cortex-a53)
apple iphone 6s plus 16gb silver|v4.2, a2dp, le|wi-fi 802.11 a/b/g/n/ac, dual-band, hotspot|no|16 gb| 2 gb ram|636 €|gsm 850 / 900 / 1800 / 1900|hsdpa 850 / 900 / 1700 / 1900 / 2100|lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700), 30(2300) a1633|gsm / cdma / hspa / evdo / lte|non-removable li-po 2750 mah battery (10.45 wh)|12 mp, 4608 x 2592 pixels, optical image stabilization, phase detection autofocus, dual-led (dual tone) flash|5 mp, 1080p@30fps, 720p@240fps, face detection, hdr, panorama|nano-sim|158.2 x 77.9 x 7.3 mm (6.23 x 3.07 x 0.29 in)|192 g (6.77 oz)|led-backlit ips lcd, capacitive touchscreen, 16m colors|5.5 inches (~67.7% screen-to-body ratio)|1080 x 1920 pixels (~401 ppi pixel density)|powervr gt7600 (six-core graphics)|apple a9|ios 9, upgradable to ios 9.0.1|dual-core 1.84 ghz
