CONF	PREC	REC	FM	TIME
{ConfidenceFactor=0.4, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	43.23%	37.85%	38.56%	10.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	35.60%	23.73%	23.03%	18.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	35.14%	22.58%	23.67%	17.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	29.63%	20.69%	20.72%	22.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	43.64%	37.36%	38.01%	10.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	35.60%	23.73%	23.03%	16.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	37.66%	27.01%	26.53%	19.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	29.63%	20.69%	20.72%	22.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	35.75%	27.50%	26.91%	14.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	29.58%	20.44%	20.65%	20.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	44.91%	38.75%	38.71%	12.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	43.59%	37.60%	38.18%	9.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	42.86%	37.60%	38.29%	15.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	35.14%	22.58%	23.67%	17.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	43.59%	37.60%	38.18%	10.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	35.75%	27.50%	26.91%	13.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	37.66%	27.01%	26.53%	19.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	47.59%	37.60%	37.67%	11.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	38.11%	33.00%	34.58%	9.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	46.04%	39.41%	40.09%	11.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=8, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	41.09%	37.19%	35.17%	11.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	31.20%	23.97%	23.16%	12.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	25.20%	22.58%	22.08%	7.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=8, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	43.09%	34.56%	34.02%	8.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	35.14%	22.58%	23.67%	23.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	29.55%	28.90%	26.65%	8.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	35.14%	22.58%	23.67%	17.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	28.83%	21.26%	20.65%	12.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	32.36%	22.99%	23.66%	16.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=9, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	35.70%	28.90%	27.81%	12.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	25.20%	22.58%	22.08%	7.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	39.89%	38.51%	37.35%	16.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	25.79%	21.84%	22.15%	15.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=9, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	34.89%	31.94%	31.98%	7.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	44.91%	38.75%	38.71%	12.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	41.33%	39.00%	37.99%	21.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=9, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	35.70%	28.90%	27.81%	11.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	40.92%	38.75%	37.72%	7.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=9, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	35.70%	28.90%	27.81%	12.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=8, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	24.69%	21.76%	21.86%	8.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=8, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	48.98%	39.16%	38.17%	14.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	47.59%	37.60%	37.67%	10.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	31.20%	23.97%	23.16%	12.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	35.48%	33.99%	33.09%	7.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=9, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	34.89%	31.94%	31.98%	7.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=9, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	31.63%	23.40%	22.88%	15.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=9, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	31.63%	23.40%	22.88%	14.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=8, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	36.06%	23.97%	23.31%	11.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	29.27%	24.71%	24.50%	14.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	35.48%	33.99%	33.09%	8.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	25.79%	21.84%	22.15%	16.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	40.25%	38.67%	37.56%	16.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	29.27%	24.71%	24.50%	14.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=8, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	32.35%	23.73%	23.92%	15.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	25.79%	21.84%	22.15%	15.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	46.04%	39.41%	40.09%	11.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=9, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	43.53%	38.51%	36.86%	10.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	39.89%	38.51%	37.35%	15.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	29.19%	28.65%	26.44%	8.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=9, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	24.66%	21.02%	19.60%	15.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	39.89%	38.51%	37.35%	15.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=9, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	43.53%	38.51%	36.86%	10.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=8, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	43.09%	34.56%	34.02%	8.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	41.33%	39.00%	37.99%	7.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=8, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	36.06%	23.97%	23.31%	11.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	33.69%	26.19%	24.24%	10.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	25.79%	21.84%	22.15%	15.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=8, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	32.35%	23.73%	23.92%	15.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=9, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	34.89%	31.94%	31.98%	8.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	25.79%	21.84%	22.15%	16.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=8, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	49.36%	39.41%	38.40%	15.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	32.36%	22.99%	23.66%	16.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=9, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	31.63%	23.40%	22.88%	14.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	29.27%	24.71%	24.50%	14.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=9, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	24.66%	21.02%	19.60%	15.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=8, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	48.98%	39.16%	38.17%	14.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	31.20%	23.97%	23.16%	12.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	30.04%	25.86%	26.48%	8.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=9, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	24.66%	21.02%	19.60%	15.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=9, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	24.72%	21.26%	19.70%	14.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=8, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	49.36%	39.41%	38.40%	16.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	25.79%	21.84%	22.15%	17.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=9, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	26.70%	22.17%	22.46%	7.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	28.83%	21.26%	20.65%	12.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	28.83%	21.26%	20.65%	13.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	35.14%	22.58%	23.67%	18.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=8, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	41.09%	37.19%	35.17%	11.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	46.04%	39.41%	40.09%	12.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=9, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	43.53%	38.51%	36.86%	11.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	25.20%	22.58%	22.08%	7.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	25.79%	21.84%	22.15%	15.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=9, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	34.89%	31.94%	31.98%	7.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=9, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	31.63%	23.40%	22.88%	14.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=9, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	31.63%	23.40%	22.88%	14.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	47.59%	37.60%	37.67%	11.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	33.69%	26.19%	24.24%	10.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	40.25%	38.67%	37.56%	16.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=8, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	49.36%	39.41%	38.40%	15.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=8, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	32.35%	23.73%	23.92%	14.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=9, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	43.53%	38.51%	36.86%	9.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=9, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	26.70%	22.17%	22.46%	7.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=9, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	35.70%	28.90%	27.81%	11.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	39.89%	38.51%	37.35%	15.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	33.69%	26.19%	24.24%	10.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	29.27%	24.71%	24.50%	15.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=9, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	31.63%	23.40%	22.88%	15.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	33.69%	26.19%	24.24%	11.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=9, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	31.63%	23.40%	22.88%	15.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=10, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	35.48%	33.99%	33.09%	7.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	31.94%	24.47%	24.50%	54.00ms
{ConfidenceFactor=0.4, MinNumObjPerLeaf=9, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	24.72%	21.26%	19.70%	14.00ms
